"","Year","Count","outlying_precip_var","mean_precip_var","outlying_precip","mean_precip","interpolated","count_raw"
"78",1110,35,20.5809523809524,20.7270559334845,240.52380952381,280.514920634921,0,35
"79",1111,137,99.7793650793651,99.6592280410407,140.690476190476,144.04762484069,0,137
"80",1112,57,102.606349206349,95.6309094495498,224.694444444444,251.268964076859,0,57
"81",1113,20,32.2032032627867,29.4176543209877,214.142857142857,237.617777777778,0,20
"82",1114,15,105.526984126984,82.4544620811287,252.554761904762,311.484021164021,0,15
"83",1115,59,57.4507936507937,58.8978410008071,376.547619047619,378.218240516546,0,59
"84",1116,11,30.5403439153439,27.7262946929613,345.857142857143,367.222582972583,0,11
"85",1117,19,60.6944444444444,39.6668047433399,355.389682539683,401.051796157059,0,19
"86",1118,120,115.705555555556,115.180800264551,264.047619047619,265.354126984127,0,120
"87",1119,117,34.212962962963,33.6246178718401,297.714285714286,301.128008411342,0,117
"88",1120,18,102.36350308642,80.707972026259,368.102380952381,406.578924162257,0,18
"89",1121,19,247.375771604938,156.750308641975,191.666666666667,251.057309941521,0,19
"90",1122,24,220.145061728395,205.931955467372,439.694444444444,451.104828042328,0,24
"91",1123,12,89.9737654320988,56.4941854056438,365.404761904762,385.583664021164,0,12
"92",1124,30,30.841049382716,28.988420781893,405.416666666667,428.648888888889,0,30
"93",1125,6,103.340740740741,89.1255144032924,315.9,332.347222222222,0,6
"94",1126,5,210.252142857143,124.507570546737,203.389841269841,241.804126984127,0,5
"95",1127,10,141.210284391534,68.1210736331569,308.276984126984,349.378412698413,0,10
"96",1128,34,88.8958333333333,48.5387682850918,244.944444444444,306.790966386554,0,34
"97",1129,17,43.0821428571429,28.8519439257184,380.233333333333,418.697012138189,0,17
"98",1130,24,126.322916666666,90.6360743680188,226.777777777778,305.806547619047,0,24
"99",1131,11,242.311728395062,141.832459515793,336.6,404.216666666667,0,11
"100",1132,2,150.469058641975,105.667592592592,248.654166666667,225.9,0,2
"101",1133,8,58.6263888888889,40.7990878527337,160.708333333333,265.50248015873,0,8
"102",1134,6,143.640817901234,91.3398736037625,216.563492063492,301.86164021164,0,6
"103",1135,3,106.623251028807,19.4074074074074,223.515343915344,269.685185185185,0,3
"104",1136,4,69.6056841563786,18.9702601410935,230.467195767196,316.119444444445,0,4
"105",1137,5,32.5881172839506,20.8907451499118,237.419047619048,322.41253968254,0,5
"106",1138,4,89.4706018518517,97.1066523368606,259.989702380952,221.678571428572,0,4
"107",1139,3,146.353086419753,56.7312610229277,282.560357142857,268.373015873016,0,3
"108",1140,1,203.235570987654,22.0246031746032,305.131011904762,259.342857142857,0,1
"109",1141,8,260.118055555555,172.44985670194,327.701666666666,436.872321428571,0,8
"110",1142,10,150.365740740741,120.838630952381,295.955555555556,327.305793650794,0,10
"111",1143,2,83.2472200176368,26.3560956790124,322.530158730159,362.293650793651,0,2
"112",1144,9,16.1286992945326,14.2256025867137,349.104761904762,362.646825396826,0,9
"113",1145,24,149.971238977072,88.8521044606113,350.666666666667,388.513293650794,0,24
"114",1146,2,131.437107583774,284.133664021164,299.577182539683,309.971428571429,0,2
"115",1147,10,112.902976190476,86.8327755731922,248.487698412698,302.255634920635,0,10
"116",1148,3,70.6475198412699,31.8673941798942,287.099404761905,324.133862433862,0,3
"117",1149,6,28.3920634920635,20.6114386495339,325.711111111111,349.356009070295,0,6
"118",1150,4,32.9864914021164,111.293457892416,324.720138888889,193.40873015873,0,4
"119",1151,1,37.5809193121693,50.5,323.729166666667,177.866666666667,0,1
"120",1152,1.25,42.1753472222223,89.6887566137566,322.738194444445,231.283928571429,1,NA
"121",1153,1.5,46.7697751322752,128.877513227513,321.747222222222,284.701190476191,1,NA
"122",1154,1.75,51.3642030423281,168.06626984127,320.75625,338.118452380953,1,NA
"123",1155,2,55.958630952381,207.255026455026,319.765277777778,391.535714285715,0,2
"124",1156,1.5,60.5530588624339,203.312037037037,318.774305555556,356.482142857143,1,NA
"125",1157,1,65.1474867724869,199.369047619048,317.783333333333,321.428571428571,0,1
"126",1158,1,69.7419146825398,173.246307319224,316.792361111111,309.16865079365,1,NA
"127",1159,1,74.3363425925927,147.123567019401,315.801388888889,296.90873015873,1,NA
"128",1160,1,78.9307705026456,121.000826719577,314.810416666667,284.64880952381,1,NA
"129",1161,1,83.5251984126985,94.8780864197531,313.819444444445,272.388888888889,0,1
"130",1162,2,88.1196263227515,96.4608796296295,312.828472222222,319.226984126984,0,2
"131",1163,2,92.7140542328044,137.362764550265,311.8375,453.511904761905,0,2
"132",1164,1,97.3084821428573,21.8638888888889,310.846527777778,401,0,1
"133",1165,3,101.90291005291,61.6132789535568,309.855555555556,373.381746031746,0,3
"134",1166,2,106.497337962963,98.8612029688419,308.864583333333,359.417063492064,1,NA
"135",1167,1,111.091765873016,136.109126984127,307.873611111111,345.452380952381,0,1
"136",1168,1,115.686193783069,85.9563492063492,306.882638888889,208.047619047619,0,1
"137",1169,1,120.280621693122,48.7638888888889,305.891666666667,457.25,0,1
"138",1170,1,124.875049603175,72.1595238095238,304.900694444444,358.114285714286,0,1
"139",1171,2,129.469477513228,114.59375,303.909722222222,560.541666666667,0,2
"140",1172,2,134.063905423281,162.783664021164,302.91875,289.702380952381,0,2
"141",1173,5,138.658333333334,111.627402998236,301.927777777778,396.798412698413,0,5
"142",1174,10,192.274453262787,157.767874779542,220.672222222222,309.911904761905,0,10
"143",1175,6,63.242118606702,49.3697273662551,235.607142857143,303.25992063492,0,6
"144",1176,1,67.2103104791299,186.435185185185,237.914682539683,444.166666666667,0,1
"145",1177,4,71.1785023515579,141.810185185185,240.222222222222,153.916666666667,0,4
"146",1178,2,75.1466942239859,157.204563492063,242.529761904762,448.571428571429,0,2
"147",1179,2,79.1148860964139,99.6161706349206,244.837301587302,411.509920634921,1,NA
"148",1180,2,83.0830779688419,42.0277777777778,247.144841269841,374.448412698412,0,2
"149",1181,7,87.0512698412699,72.5635361552028,249.452380952381,280.429931972789,0,7
"150",1182,1,70.6171560846561,79.0424382716049,256.605952380952,264.916666666667,0,1
"151",1183,4,54.1830423280423,115.857638888889,263.759523809524,370.784722222223,0,4
"152",1184,4,37.7489285714286,77.0621968694886,270.913095238095,431.193452380953,0,4
"153",1185,11,21.3148148148148,30.1755892255892,278.066666666667,282.427272727273,0,11
"154",1186,1,26.2924603174603,88.8009259259259,294.080952380953,189.233333333333,0,1
"155",1187,1,31.2701058201058,76.4101851851852,310.095238095238,230.1,0,1
"156",1188,2,36.2477513227513,34.5928681657849,326.109523809524,301.950396825397,0,2
"157",1189,1,41.2253968253968,52.5657407407407,342.12380952381,283,0,1
"158",1190,1,46.2030423280423,110.651234567901,358.138095238096,485.527777777778,0,1
"159",1191,4,51.1806878306878,103.970949074074,374.152380952381,442.959325396825,0,4
"160",1192,9,56.1583333333333,56.1583333333333,390.166666666667,390.166666666667,0,9
"161",1193,13,97.9444444444444,66.5356447564781,321.433333333333,333.797496947497,0,13
"162",1194,13,47.8518518518519,38.2932607515941,289.166666666667,308.88431013431,0,13
"163",1195,5,41.4349206349206,25.9987037037037,309.595238095238,353.694285714286,0,5
"164",1196,6,95.5439814814816,80.5915637860083,297.235714285714,336.73664021164,0,6
"165",1197,7,138.257469135803,134.802199686459,471.742857142857,497.440388007055,0,7
"166",1198,9,54.3890211640212,38.9635484029003,355.507936507936,416.795238095238,0,9
"167",1199,2,67.6559082892417,118.099294532628,376.059735449735,300.555555555556,0,2
"168",1200,2,80.9227954144621,67.3896825396828,396.611534391534,416.771428571429,0,2
"169",1201,9,94.1896825396826,87.9577097505669,417.163333333333,446.083560090703,0,9
"170",1202,8,7.69550925925926,5.66368220899471,346.738095238095,409.061011904762,0,8
"171",1203,29,40.4972222222222,37.1583660220154,456.933333333333,453.085632183908,0,29
"172",1204,19,121.645471781305,110.014752158173,339.376349206349,355.313784461153,0,19
"173",1205,10,112.191428571429,89.2537654320987,393.981904761904,442.809682539683,0,10
"174",1206,17,133.072134038801,115.824276377218,255.555555555556,317.795098039216,0,17
"175",1207,7,78.6468915343914,47.2298343411438,275.119047619048,344.962244897959,0,7
"176",1208,7,84.9953703703704,50.7346529352482,247.193650793651,321.286167800454,0,7
"177",1209,17,115.753395061729,84.0951667704119,303.126984126984,378.189215686274,0,17
"178",1210,24,26.4293650793651,17.005066872428,337.880952380952,418.234953703704,0,24
"179",1211,40,23.009623015873,16.3969494047619,351.404761904762,387.95371031746,0,40
"180",1212,15,65.0288888888889,55.2484597295708,307.942857142857,378.472328042328,0,15
"181",1213,19,44.245873015873,37.7849484823169,333.261904761905,405.550877192982,0,19
"182",1214,9,59.6412698412698,46.4615250832843,243.560952380952,324.594532627866,0,9
"183",1215,17,135.831172839506,106.644729743749,196.104761904762,254.233613445378,0,17
"184",1216,7,117.496455026455,84.0364764424289,236.71746031746,319.510997732426,0,7
"185",1217,2,154.83467372134,158.921296296296,262.410052910053,192.928571428572,0,2
"186",1218,4,192.172892416226,28.8379739858907,288.102645502645,210.506746031746,0,4
"187",1219,6,229.511111111111,177.681503527337,313.795238095238,380.316666666667,0,6
"188",1220,10,78.2935185185185,76.7739902998236,383.666666666667,390.602380952381,0,10
"189",1221,8,61.4639197530865,46.2719797178131,258.357142857143,317.726091269841,0,8
"190",1222,4,71.0116607877719,82.8178240740739,253.706349206349,408.505555555556,0,4
"191",1223,4,80.5594018224573,36.6529100529101,249.055555555556,333.733333333333,0,4
"192",1224,11,90.1071428571428,59.7172679172679,244.404761904762,333.781385281385,0,11
"193",1225,8,39.8322222222222,16.4419835758377,219.246666666667,287.98125,0,8
"194",1226,24,121.057407407407,51.0811847810111,272.9,302.095833333334,0,24
"195",1227,8,177.707936507936,172.484937169312,161.541428571428,167.492261904762,0,8
"196",1228,12,370.706018518519,289.309426440329,333.16,473.162301587301,0,12
"197",1229,8,168.360185185185,129.10275297619,207.566666666667,303.242857142857,0,8
"198",1230,5,58.1249735449736,36.8806084656085,316.328571428572,371.039047619048,0,5
"199",1231,14,66.5563888888889,59.0675957420005,392.166666666667,432.178911564626,0,14
"200",1232,6,80.0925595238095,62.7640138154027,271.400793650794,336.9,0,6
"201",1233,12,119.019290123457,94.8148625808348,199.208333333333,230.567592592592,0,12
"202",1234,10,30.2662037037037,12.6262896825397,184.197619047619,260.166587301588,0,10
"203",1235,23,88.0324074074074,68.6442843723641,254.304761904762,337.561456176674,0,23
"204",1236,8,96.7395282186949,83.4486744929453,230.77619047619,252.584821428571,0,8
"205",1237,25,108.350740740741,71.9868492063492,326.68,356.47453968254,0,25
"206",1238,25,59.5615740740741,48.8887927689594,338.952380952381,419.274380952381,0,25
"207",1239,55,70.2863756613757,71.0426515151515,268.690476190476,280.954098124098,0,55
"208",1240,37,48.7114285714286,47.6428636970304,221.214285714286,240.039146289147,0,37
"209",1241,10,108.247222222222,75.6735185185184,282.595238095238,342.36,0,10
"210",1242,56,51.1916666666667,36.0406147644243,251.714285714286,318.916354875284,0,56
"211",1243,27,39.2936507936508,29.2340167548501,207.666666666667,284.885684891241,0,27
"212",1244,34,59.5925925925926,47.604957797934,250.714285714286,355.857664399093,0,34
"213",1245,21,148.653549382716,129.654084782061,147.694444444444,223.718102796674,0,21
"214",1246,17,71.6254850088183,40.1643907563025,197.027777777778,272.844444444445,0,17
"215",1247,51,40.8458994708995,13.2270813881108,280.261904761905,292.237939620293,0,51
"216",1248,12,119.906712962963,80.9240299823633,263.157142857143,345.085383597884,0,12
"217",1249,25,71.2067901234568,57.0291014109347,347.566666666667,418.833047619048,0,25
"218",1250,53,136.360339506173,93.5652312365276,226.942857142857,315.703924162257,0,53
"219",1251,20,133.878086419753,121.634216269841,107.261904761905,199.596666666666,0,20
"220",1252,24,189.311111111111,130.427967004703,209.166666666667,302.826917989418,0,24
"221",1253,29,68.4849206349206,30.3792401528513,248.6,344.464920634921,0,29
"222",1254,12,155.114660493827,113.384297839506,133.721428571429,224.848611111111,0,12
"223",1255,15,105.499272486772,92.664961787184,287.165714285715,301.827619047619,0,15
"224",1256,25,66.5039682539682,56.8742954144621,320.082857142857,423.553587301587,0,25
"225",1257,66,57.587962962963,50.4068515846294,314.928571428571,484.947655122655,0,66
"226",1258,11,200.201388888889,171.130160734327,147.666666666667,271.583116883117,0,11
"227",1259,8,281.078009259259,212.845251873898,349.47619047619,420.190079365079,0,8
"228",1260,19,41.4583950617284,24.0489406386336,341.119047619048,455.140852130326,0,19
"229",1261,41,52.825,40.7843759409816,327.142857142857,396.818912117693,0,41
"230",1262,24,45.4541666666666,15.2209270282187,284.785714285714,382.519246031746,0,24
"231",1263,13,48.0282010582011,34.3630138380139,305.380952380952,444.45525030525,0,13
"232",1264,26,97.8829365079365,63.3032746574413,259.864285714286,348.584371184371,0,26
"233",1265,20,137.899691358025,96.35862654321,320.714285714286,400.740912698413,0,20
"234",1266,31,138.297619047619,116.284736445354,257.714285714286,298.638402457758,0,31
"235",1267,20,155.321759259259,61.6605952380952,274.485714285714,362.329404761905,0,20
"236",1268,17,112.04216931217,67.8168662396733,375.261904761905,460.270050125313,0,17
"237",1269,23,63.2569444444444,32.665541409465,326.028571428571,492.601818783069,0,23
"238",1270,28,161.638518518518,70.8650368480725,287.742857142857,320.397222222222,0,28
"239",1271,25,80.2425925925926,58.5671331569664,378.822857142857,454.811746031746,0,25
"240",1272,8,55.1419444444445,24.2829254850088,296.53,421.486507936508,0,8
"241",1273,10,192.344607583775,116.937491181658,237.644444444444,292.046507936508,0,10
"242",1274,9,70.7407407407407,48.8571428571428,207.485714285714,275.623368606702,0,9
"243",1275,144,358.993827160494,220.282702117627,408.514285714286,441.995232583775,0,144
"244",1276,17,294.253505291006,191.071432461874,236.356825396825,258.951027077498,0,17
"245",1277,12,94.0979938271605,92.2554508377425,353.583333333333,359.691865079365,0,12
"246",1278,12,191.422839506173,147.769086199295,162.166666666667,212.157275132275,0,12
"247",1279,17,57.1875,33.6633092125739,219.361111111111,256.439355742297,0,17
"248",1280,24,61.929012345679,62.106545781893,161.333333333333,160.993055555555,0,24
"249",1281,1,61.0295855379188,50.8912037037037,192.366666666667,237,0,1
"250",1282,6,60.1301587301587,52.8214469429747,223.4,263.437037037037,0,6
"251",1283,5,94.5316358024691,74.9221604938271,185.055555555556,239.577777777778,0,5
"252",1284,6,193.177777777778,126.227469135803,250.972222222222,306.462698412698,0,6
"253",1285,8,101.530864197531,82.2862268518519,173.944444444444,199.304166666667,0,8
"254",1286,4,74.7202932098766,36.0990520282187,223.527777777777,232.400396825397,0,4
"255",1287,12,47.9097222222222,43.3180776014109,273.111111111111,272.407208994709,0,12
"256",1288,4,79.9326653439153,16.5641975308642,267.512698412698,297.593055555556,0,4
"257",1289,7,111.955608465608,72.8395754598135,261.914285714286,343.104761904762,0,7
"258",1290,21,104.242283950617,98.9206895103719,352.2,423.175396825397,0,21
"259",1291,8,209.338734567901,177.841589506173,223.925,232.31875,0,8
"260",1292,13,113.691358024691,100.85642721476,317.619365079365,333.170390720391,0,13
"261",1293,18,27.7824074074074,21.8388815402704,302.805555555556,310.28020282187,0,18
"262",1294,15,71.5219047619048,42.5076895943562,254.533333333333,276.093756613757,0,15
"263",1295,13,70.9328703703704,71.0017178808846,311.833333333333,328.294810744811,0,13
"264",1296,31,137.64126984127,102.433536012972,346.342857142857,374.77191500256,0,31
"265",1297,8,141.581790123456,94.76221340388,245.169444444444,277.84494047619,0,8
"266",1298,19,161.011111111111,152.778397382345,422.4,433.311612364244,0,19
"267",1299,15,220.918981481481,171.394225455614,288.75,299.739417989418,0,15
"268",1300,3,171.92309303351,54.8760582010582,381.541666666667,348.932275132275,0,3
"269",1301,6,122.927204585538,109.893489124045,474.333333333333,488.102380952381,0,6
"270",1302,23,125.33024691358,106.255172149375,348.916666666667,380.781262939959,0,23
"271",1303,3,130.81543797766,35.0704585537919,415.637777777778,488.009523809524,0,3
"272",1304,1,136.30062904174,11.3572530864198,482.358888888889,669.111111111111,0,1
"273",1305,8,141.78582010582,103.875920414462,549.08,592.381150793651,0,8
"274",1306,19,72.758487654321,64.3768031189084,377.888888888889,402.613700918964,0,19
"275",1307,1,85.9418377425044,161.481481481481,372.048253968254,216.472222222222,0,1
"276",1308,4,99.1251878306878,124.803240740741,366.207619047619,341.222222222222,0,4
"277",1309,1,112.308537918871,272.792857142857,360.366984126984,696.885714285714,0,1
"278",1310,2,125.491888007055,133.996406525573,354.526349206349,697.010714285715,0,2
"279",1311,7,138.675238095238,68.6028281683043,348.685714285714,504.900680272109,0,7
"280",1312,10,222.101851851852,172.953721340388,325.027777777778,343.509523809524,0,10
"281",1313,8,253.218253968254,221.824107142857,516.325714285714,719.289285714286,0,8
"282",1314,2,238.064488851096,5.3158950617284,513.739659863945,455.883333333333,0,2
"283",1315,2,222.910723733938,76.1977660199883,511.153605442177,457.022222222222,1,NA
"284",1316,2,207.75695861678,147.079636978248,508.567551020408,458.161111111111,1,NA
"285",1317,2,192.603193499622,217.961507936508,505.98149659864,459.3,0,2
"286",1318,4,177.449428382464,9.1674603174603,503.395442176871,373.898412698412,0,4
"287",1319,6,162.295663265306,59.1182401895943,500.809387755102,459.832738095238,1,NA
"288",1320,8,147.141898148148,109.069020061728,498.223333333334,545.767063492064,0,8
"289",1321,10,84.799766313933,56.7634479717813,382.416666666667,464.513492063492,0,10
"290",1322,6,98.5150793650794,85.779060111699,414.013888888889,514.518915343916,0,6
"291",1323,2,85.6107032627866,50.5111111111111,384.993055555556,339.685714285714,0,2
"292",1324,6,72.7063271604939,68.3887345679013,355.972222222222,376.82037037037,0,6
"293",1325,5,321.300154320988,295.447870370371,628.4,661.38,0,5
"294",1326,3,265.143364197531,95.9151234567901,569.075555555556,550.685185185185,0,3
"295",1327,2,208.986574074074,36.0860339506172,509.751111111111,579.430555555555,0,2
"296",1328,4,152.829783950617,139.192901234568,450.426666666667,301.877777777778,0,4
"297",1329,3,96.6729938271606,12.2279174015285,391.102222222222,358.919312169312,0,3
"298",1330,9,40.5162037037037,24.7117920830884,331.777777777778,349.391534391534,0,9
"299",1331,9,54.7021604938272,28.9578360768175,354.266666666667,377.887037037037,0,9
"300",1332,2,55.0994598765432,56.9398148148149,419.258333333333,444.694444444445,0,2
"301",1333,5,55.4967592592593,45.0987654320988,484.25,523.322222222222,0,5
"302",1334,3,120.066165123457,25.3759773662551,364.608333333334,362.568518518519,0,3
"303",1335,6,184.635570987654,110.463091563786,244.966666666667,257.615740740741,0,6
