"","Year","Count","p1","v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","interpolated","count_raw"
"1",1033,18,325.611111111111,73.0771604938272,122.385030864198,27.036684303351,84.670524691358,71.6327160493827,45.2137345679012,29.8016975308642,97.4760802469136,24.1772486772487,42.0663580246914,59.6381172839506,48.5787037037037,174.545524691358,21.5101962081129,71.7091049382716,22.7597111992945,86.5276455026456,74.0393518518519,79.1743827160494,112.363425925926,84.5601851851852,2.91755952380952,40.6834104938272,101.360339506173,38.8122685185186,0,18
"2",1034,11,289.166666666667,36.5910493827161,36.4861111111111,85.7939814814815,61.7469135802469,121.261574074074,108.223765432099,8.62268518518519,6.78935185185185,134.06712962963,58.8873456790123,5.47530864197531,23.0470679012346,85.1697530864197,211.136574074074,25.2029320987654,108.300154320988,58.3773148148148,116.526234567901,37.4483024691358,42.5833333333333,75.7723765432099,47.9691358024691,34.1774691358025,1.53935185185185,64.7692901234568,0,11
"3",1035,10,189.408571428571,234.970899470899,239.584104938272,198.451058201058,117.199074074074,264.739969135802,324.25462962963,311.216820987654,246.118386243386,249.011904761905,337.060185185185,303.585317460317,266.925925925926,223.239417989418,288.162808641975,414.12962962963,316.863756613757,311.293209876543,389.277777777778,387.828703703704,294.894841269841,162.710978835979,199.606481481481,166.600529100529,237.170524691358,252.354497354497,0,10
"4",1036,14,217.775396825397,102.516975308642,117.005875220458,147.991898148148,96.7337962962963,16.1685185185186,162.22299382716,221.737654320988,208.699845679012,99.9604629629632,163.125694444445,234.543209876543,159.363425925926,100.79912037037,77.429012345679,185.645833333333,311.612654320988,125.679012345679,208.776234567901,158.853395061728,217.002314814815,142.976805555556,57.9266203703704,102.609997795415,62.4386574074074,134.653549382716,0,14
"5",1037,29,309.285714285714,58.4182098765432,157.735339506173,59.3357142857143,81.8487654320988,31.6492063492064,78.8579365079365,107.00462962963,166.519290123457,153.481481481481,74.3031525573192,72.2986111111111,179.324845679012,137.088888888889,101.831746031746,56.115873015873,130.427469135802,256.394290123457,134.252380952381,153.55787037037,195.502380952381,178.827777777778,121.025396825397,14.4579365079365,42.0655555555556,16.6214285714286,0,29
"6",1038,35,211.333333333333,32.8796296296296,22.3498456790124,124.855709876543,78.1373456790123,114.728395061728,41.6512345679012,7.70015432098765,139.884259259259,199.398919753086,186.361111111111,69.5146604938272,84.9266975308642,212.204475308642,137.024691358025,72.662037037037,55.0902777777778,163.307098765432,289.273919753086,103.340277777778,186.4375,136.514660493827,194.663580246914,40.6890432098765,35.554012345679,2.42191358024692,0,35
"7",1039,55,257.222222222222,46.0841049382716,13.204475308642,68.4228395061728,170.939814814815,32.0532407407407,68.6442901234568,4.43287037037037,53.7407407407407,93.8001543209876,153.314814814815,140.277006172839,23.4305555555556,38.8425925925926,166.12037037037,90.9405864197531,26.5779320987654,9.00617283950617,117.22299382716,243.189814814815,57.2561728395062,140.353395061728,90.4305555555556,148.579475308642,5.39506172839507,10.5300925925926,0,55
"8",1040,35,376.305555555556,80.6766975308642,126.760802469136,93.8811728395062,149.099537037037,251.616512345679,48.6234567901234,44.0401234567901,85.1095679012346,146.334104938272,63.3418209876543,72.6381172839506,59.6003086419753,57.2461419753086,41.8341049382716,123.4375,46.3688271604938,54.0987654320988,71.670524691358,40.7739197530864,162.513117283951,50.962962962963,59.6766975308642,113.873456790123,109.641203703704,86.0717592592593,0,35
"9",1041,13,344.77619047619,62.4583333333333,28.3811728395062,74.4652777777778,41.5856481481481,96.804012345679,199.320987654321,60.6964285714286,40.2631172839506,32.8140432098765,119.425925925926,65.4189814814815,124.933641975309,117.02380952381,70.3416666666667,74.7374338624338,137.739197530864,127.044550264551,90.6656084656085,47.3003968253968,88.8418209876543,214.808641975309,138.393121693122,127.008941798942,209.224338624339,208.492724867725,0,13
"10",1042,9,444.230476190477,87.7713756613757,32.0424382716049,100.18962962963,145.32582010582,101.361534391534,169.904444444444,240.391216931217,27.3257936507937,65.2911111111111,61.1812169312169,195.725343915344,98.2143915343915,104.680555555556,91.6427469135802,25.2037037037037,16.1077513227514,126.562830687831,50.1872839506172,29.4658553791887,40.8957231040564,68.5887345679012,194.555555555556,48.4487301587302,91.7191358024691,106.079523809524,0,9
